418,0106379,46924
419,0106400,11041
420,0109254,306
421,0109279,14522
422,0109297,26203
423,0109303,178
424,0109305,19819
425,0109306,57834
426,0106452,4722
427,0106471,18215
428,0106489,1607
429,0109361,26391
430,0106505,117553
431,0106519,6075
432,0109439,11310
433,0109443,18658
434,0106582,9350
435,0106598,9612
436,0109456,2124
437,0109480,26261
438,0109493,19176
440,0106673,11566
441,0106677,9571
442,0106697,9739
444,0106834,34444
445,0106873,26141
446,0106332,10997
448,0106881,10443
449,0106880,20239
450,0111732,16297
451,0106926,18551
452,0111712,25440
453,0106941,9024
454,0106918,37233
455,0106965,1634
456,0109842,13815
457,0106977,5503
458,0107004,35588
459,0109890,2087
460,0109891,41579
461,0109913,18620
464,0107076,2019
466,0107144,9255
467,0113674,26271
468,0112966,10612
469,0107151,2259
470,0110064,16097
471,0110074,11934
472,0110097,106143
473,0110123,12475
474,0107206,9386
475,0107207,7984
476,0110137,59930
477,0108551,15765
478,0110197,31643
479,0107286,6
480,0107290,329
481,0107302,10909
482,0110265,507
484,0110305,29918
485,0107362,9593
486,0107413,42580
487,0110353,22317
488,0107468,1413
489,0107478,12121
490,0107497,2246
491,0107501,10502
492,0107507,10440
493,0107554,9516
494,0116253,2320
495,0074102,5879
496,0111689,83718
497,0107616,11971
499,0107613,31911
500,0107614,788
501,0107653,21450
502,0110657,11231
504,0110678,10447
505,0110687,31586
506,0107756,9300
507,0107808,9559
508,0107818,9800
509,0107822,713
510,0107840,8291
511,0107889,18133
512,0111003,25557
513,0110939,22588
514,0110955,10872
515,0107943,1245
516,0110971,11858
517,0107969,7007
518,0111001,10467
519,0107978,5550
520,0107977,8005
521,0107983,2088
522,0105275,10412
523,0108000,47889
524,0108002,14534
526,0105032,41878
527,0108052,424
528,0111094,35233
529,0108065,14291
531,0108071,11236
532,0111127,11592
533,0111143,8850
534,0108101,10445
535,0108122,695
536,0111194,43535
537,0111201,12519
538,0108149,23210
539,0108160,858
540,0108162,867
541,0083658,78
542,0108186,13203
543,0108174,10442
544,0108238,11074
546,0108255,9607
547,0111323,17585
548,0111400,9057
549,0108328,20967
550,0111418,10635
551,0107688,9479
552,0108333,10057
553,0108358,11969
555,0108399,319
556,0108515,26408
558,0110763,15139
562,0114906,11446
563,0107002,51980
564,0109403,24405
567,0107315,8223
568,0106408,14587
569,0110363,31504
573,0107225,23637
574,0111252,17600
575,0110366,10897
577,0109120,21352
579,0108059,68806
580,0110892,37345
581,0112651,32562
583,0109382,25403
585,0112572,9066
586,0099785,771
587,0099653,251
588,0103639,812
589,0103064,280
590,0099348,581
592,0096895,268
593,0102926,274
594,0029583,408
595,0101414,10020
596,0032910,10895
597,0100405,114
599,0065214,576
600,0110395,15477
